,song,artist,text
344,Have Yourself A Merry Little Christmas,Sam Smith,"Have yourself a merry little Christmas
Let your heart be light
From now on your troubles will be out of sight
Have yourself a merry little Christmas
Make the Yuletide gay
From now on your troubles will be miles away
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more
Through the years we all will be together
If the fates allow
Hang a shining star upon the highest bow
So have yourself a merry little Christmas
Have yourself a merry little Christmas
So have yourself a merry little Christmas now"
345,Faithful,Drake Featuring Pimp C & dvsn,"[Intro: Pimp C, Drake and Amber Rose]
Check, 1-2, 1-2, bitch
You expensive, you know that?
I'm high maintenance a little bit but not in a
Not in a negative way
I just like extremely expensive things

[Verse 1: Pimp C]
Foot off in their ass is what Ken told me
Niggas like to play games
'Cause they feel like they know me (they know me)
You don't know me, nigga, I done changed (I done changed)
So don't be trying to be putting on shit off in the game (game)
This ain't no motherfucking ninety-one
We out here rapping for money, you niggas rapping for fun
I don't fuck with nobody in this shit but Bun
(In this shit but Bun)

[Pre-Hook: Drake]
You would think it's all mine the way I took it
You would think it broke down the way I push it
You hate it when I coat things all in sugar
You want to hear the real talk, well, girl, who wouldn't?

[Hook: Drake]
Working, working, working, working, ain't ya?
You don't have no time to lay up
You just trying to be somebody
'Fore you say you need somebody
Get all your affairs in order
I won't have affairs, I'm yours, girl
Faithful, faithful, faithful, faithful

[Verse 2: Drake]
You hit me like ""I know you’re there with someone else""
That pussy knows me better than I know myself
On my way from the studio, so get undressed
Let's do the things that we say on text
I want to get straight to the climax (straight straight to the)
Have you coming all summer like a season pass
I want to turn you out like pitch black
Want to watch you do work while I sit back
'Cause you talk like you got what I need
You talk like you got the juice and the squeeze
Talk like you bet it all on me
And you can't take no Ls off me
I know you been—

[Hook: Drake]
Working, working, working, working, ain't ya?
You don't have no time to lay up
You just trying to be somebody
'Fore you say you need somebody
Get all your affairs in order
I won't have affairs, I'm yours, girl
Faithful, faithful, faithful, faithful

[Verse 3: dvsn]
How far we go always seems to get better with time
Won't you, outsmart me
Told me that your brain works better than mine
Tell me I should know you—I'll get to know you again
You want me to show you—I'm gonna show you again
Now we're in the zone—gon' let me all in again
And now you're coming over
Over and over and over and over and over again
Over and over again, over and over again
Now you're coming over
Over and over again, over and over again
You tell me I should know you—but I'll get to know you again
And you want me to show you—I'm gonna show you again
When were in the zone you—gon' let me own it again
And now you're coming over
Over and over and over and over and over again
Now you're coming over, you're coming over"
346,Green Light,Lorde,"[Verse 1]
I do my makeup in somebody else's car
We order different drinks at the same bars
I know about what you did and I wanna scream the truth
She thinks you love the beach, you're such a damn liar

[Refrain]
Well those great whites, they have big teeth
Hope they bite you
Thought you said that you would always be in love
But you're not in love no more
Did it frighten you
How we kissed when we danced on the light up floor?
On the light up floor

[Pre-Chorus]
But I hear sounds in my mind
Brand new sounds in my mind
But honey I'll be seein' you wherever I go
But honey I'll be seein' you down every road
I'm waiting for it, that green light, I want it

[Chorus]
'Cause honey I'll come get my things, but I can't let go
I'm waiting for it, that green light, I want it
Oh, I wish I could get my things and just let go
I'm waiting for it, that green light, I want it

[Verse 2]
Sometimes I wake up in a different bedroom
I whisper things, the city sings 'em back to you

[Refrain]
Well those rumors, they have big teeth
Hope they bite you
Thought you said that you would always be in love
But you're not in love no more
Did it frighten you
How we kissed when we danced on the light up floor?
On the light up floor

[Pre-Chorus]
But I hear sounds in my mind
Brand new sounds in my mind
But honey I'll be seein' you wherever I go
But honey I'll be seein' you down every road
I'm waiting for it, that green light, I want it

[Chorus]
'Cause honey I'll come get my things, but I can't let go
I'm waiting for it, that green light, I want it
Oh, honey I'll come get my things, but I can't let go
I'm waiting for it, that green light, I want it
Yes, honey I'll come get my things, but I can't let go
I'm waiting for it, that green light, I want it
Oh, I wish I could get my things and just let go
I'm waiting for it, that green light, I want it

[Outro]
I'm waiting for it, that green light, I want it
I'm waiting for it, that green light, I want it
I'm waiting for it, that green light, I want it
I'm waiting for it, that green light, I want it
I'm waiting for it, that green light, I want it
I'm waiting for it, that green light, I want it"
347,All The Good Girls Go To Hell,Billie Eilish,"[Intro]
My Lucifer is lonely

[Verse 1]
Standing there, killing time
Can't commit to anything but a crime
Peter's on vacation, an open invitation
Animals, evidence
Pearly Gates look more like a picket fence
Once you get inside 'em
Got friends but can't invite them

[Pre-Chorus]
Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

[Chorus]
All the good girls go to Hell
'Cause even God herself has enemies
And once the water starts to rise
And Heaven's out of sight
She'll want the Devil on her team

[Post-Chorus]
My Lucifer is lonely

[Verse 2]
Look at you needing me
You know I'm not your friend without some greenery
Walk in wearin' fetters
Peter should know better
Your cover up is caving in
Man is such a fool, why are we saving him?
Poisoning themselves now
Begging for our help, wow

[Pre-Chorus]
Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

[Chorus]
All the good girls go to Hell
'Cause even God herself has enemies
And once the water starts to rise
And Heaven's out of sight
She'll want the Devil on her team

[Post-Chorus]
My Lucifer is lonely
There's nothing left to save now
My god is gonna owe me
There's nothing left to save now

[Outro]
Haha!
I cannot do this snowflake"
348,Wake Me Up!,Avicii,"[Verse 1]
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

[Beat Break]

[Verse 2]
I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

[Outro]
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know

[Beat Break]

[Aloe Blacc Music Video]"
349,This Is Me,Keala Settle & The Greatest Showman Ensemble,"[Verse 1: Lettie Lutz]
I am not a stranger to the dark
Hide away, they say
'Cause we don't want your broken parts
I've learned to be ashamed of all my scars
Run away, they say
No one'll love you as you are

[Pre-Chorus: Lettie Lutz]
But I won't let them break me down to dust
I know that there's a place for us
For we are glorious

[Chorus: Lettie Lutz]
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown them out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marchin' on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me

[Post-Chorus: Ensemble, Both]
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh
This is me

[Verse 2: Lettie Lutz, Ensemble]
Another round of bullets hits my skin
Well, fire away 'cause today I won't let the shame sink in
We are bursting through the barricades and
Reachin' for the sun
(We are warriors)
Yeah, that's what we've become
(Yeah, that's what we've become)

[Pre-Chorus: Lettie Lutz & Ensemble]
I won't let them break me down to dust
I know that there's a place for us
For we are glorious

[Chorus: Lettie Lutz & Ensemble]
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown them out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marchin' on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me

[Post-Chorus: Lettie Lutz & Ensemble, Ensemble]
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh
This is me

[Pre-Chorus: Lettie Lutz]
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown them out
This is brave, this is bruised
This is who I'm meant to be, this is me

[Chorus: Lettie Lutz, Ensemble, Both]
Look out 'cause here I come
(Look out 'cause here I come)
And I'm marching on to the beat I drum
(Marching on, marching, marching on)
I'm not scared to be seen
I make no apologies, this is me

[Outro: Lettie Lutz, Ensemble, Both]
When the sharpest words wanna cut me down
I'm gonna send a flood, to drown them out
(Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh)
(Oh-oh-oh-oh)
I'm gonna send a flood, gonna drown them out
(Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh)
This is me"
350,Wasted Love,Matt McAndrew,"[Intro]
Ooh, wasted love

[Verse 1]
So I'm not supposed to love you no more
I guess I'm not supposed to care
I held you so close, now I'm holding a ghost
How can love just disappear?
And where does it go when it's over?
I know that it's somewhere out here

[Chorus 1]
Has anybody seen all my wasted love?
I've been down every street, no, I won't give up
If I have to die trying to justify, that's how it's gonna be
Has anybody seen all my wasted love?

[Verse 2]
It's late, I'm drunk and I'm running on empty tonight
Baby, I'm chasing my shadow around
Like smoke cigarettes I inhale these regrets
I can't change what I've become
There's pain and there's glory, but this is my story
I'm asking everyone
Knocking down doors and I'm pounding the pavement
Lie at your mercy, will somebody save me? Save me?

[Chorus 2]
Has anybody seen all my wasted love?
I've been down every street, no, I won't give up
If I have to die let me testify, that's how it's gonna be
Has anybody seen all my wasted love?
Knocking down doors and I'm pounding the pavement
Lie at your mercy, will somebody save me? Save me?
Has anybody seen all my wasted love?
I've been down every street, no, I won't give up
If I have to die let me testify, that's how it's gonna be
Has anybody seen all my wasted love?
[Outro]
Bring it back to me, all my wasted love"
351,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,
352,Rich $ex,Future,"[Produced by Metro Boomin, Frank Dukes & Southside]

[Intro]
Yeah
I got my diamonds on
You got your diamonds on
Watches on watches
I looked down and see beauty
Baby let's go have rich sex
Baby let's go have rich sex
Make a little love, have rich sex
Yeah, Rich sex, bitch

[Chorus]
Baby let's go and have rich sex
Make a little love , have rich sex (Yeah, yeah)
Baby let's go and have rich sex
Baby girl, let's have some rich sex (Come on)
I'ma keep my AP on while I do it (Do it)
We can keep an AP on when we do it (Do it)
You can keep your Rollie on when I get to it (To it)
You can keep your Rollie on when I get to it (Come on)
When you look down, see my chains on (Chains on)
When you look down, see my chains on (I got it on)
When you're ridin' on me, see my chains on
When you're ridin' on me, keep my chains on (VVS)
Baby we can go and have rich sex (Yes, yes)
Baby girl, go and have rich sex
You ain't ever ever had rich sex (Ooh, ooh)
You ain't ever ever had rich sex

[Verse 1]
Never made love to a misfit
You never made love to a misfit
Come and kick a deal on some rich shit
I'ma keep it pimpin' on some rich shit
We can do the show on the jet lift
Fuckin' in the air on the jet, bitch
We can do the helicopter cruisin' over Vegas
Hundred thousand dollars for a watch, count fetti
Kiss on a nigga with his chains on, glizzy
Fuck so good, got both of us dizzy
Do it lowkey, profile, get busy
Do it lowkey, profile, gettin' busy
Got the Audemars Piguet on fleek
Got my number one freak in the sheets
And all she want is the D
And for me to keep this ice on me

[Chorus]
Baby let's go and have rich sex
Make a little love, have rich sex (Yeah, yeah)
Baby let's go and have rich sex
Baby girl, let's have some rich sex (Come on)
I'ma keep my AP on while I do it (Do it)
We can keep an AP on when we do it (Do it)
You can keep your Rollie on when I get to it (To it)
You can keep your Rollie on when I get to it (Come on)
When you look down, see my chains on (Chains on)
When you look down, see my chains on (I got it on)
When you're ridin' on me, see my chains on (Try it on)
When you're ridin' on me, keep my chains on (VVS)
Baby we can go and have rich sex (Yes, yes)
Baby girl, go and have rich sex
You ain't ever ever had rich sex (Ooh, ooh)
You ain't ever ever had rich sex

[Verse 2]
Let's stop for a while, have recess
Let's stop for a while, have recess
Let's kiss for a while, have recess
Let's touch for a while, have recess
Do it for a while like a replay
Let me see you wind that ass up like a DJ
Run that back like a DJ
I know you see this big face
Chandelier froze for a bad one
Come and kick game in your ear while I smash you
And I keep them thangs in my ear while I'm stabbin'
And I catch you hot like the flame and the passion
And I got the flash on deck, no battery
And I have some Tom Fords on while you suckin' me
Cuban link hang off my neck, to your nip from my neck
To my watch and my chain, it's gon' drizzle, gon' drizzle

[Chorus]
Baby let's go and have rich sex
Make a little love , have rich sex (yeah, yeah)
Baby let's go and have rich sex
Baby girl, let's have some rich sex (Come on)
I'ma keep my AP on while I do it (Do it)
We can keep an AP on when we do it (Do it)
You can keep your Rollie on when I get to it (To it)
You can keep your Rollie on when I get to it (Come on)
When you look down, see my chains on (Chains on)
When you look down, see my chains on (I got it on)
When you're ridin' on me, see my chains on (Try it on)
When you're ridin' on me, keep my chains on (VVS)
Baby we can go and have rich sex (Yes, yes)
Baby girl, go and have rich sex
You ain't ever ever had rich sex (Ooh, ooh)
You ain't ever ever had rich sex"
353,Medicine,Queen Naija,"[Verse 1]
You tell me you love me
But I ain't been feeling it lately
You say you love keeping me fly but
Can't keep me from looking' so crazy
Come in at 6 in the mornin'
Where you been, where you been?
Who is that texting your phone?
Just a friend, just a friend (okay)
My intuition never lies
There's nothing you can ever hide
Already got the screenshots
So there is no need to deny
You been creepin' and freakin' and sneakin'
Like you'll never lose me
Steady claiming that everyone know we together
But you steady choosing

[Pre-Chorus]
Swear I cannot win for losing
I been out here being faithful
I always got this on lockdown
But that ain't been keeping us stable
So I guess I know what I gotta do
Give you a taste of your own medicine (hey, yeah)

[Chorus]
How would you like it if I do the things you do?
Put you on do not disturb and entertain these dudes
I'ma ride him crazy and you'll never have a clue
Give another guy everything that belongs to you
I'ma call up Brian, I'ma FaceTime Ryan
I'ma text Lorenzo and, I'ma leave you cryin'
Don't get it twisted I can play this game too
How would you like it if I did the same to you (same to you)

[Verse 2]
You don't like it
Now you telling' me that I should fight it
Why you be out here playing the victim
When I am the one who been cryin'
Why dish it out but can't take it
I want revenge, I can't fake it
Wanna see the look on your face
When I drop my clothes and I get naked
Not for you, but for him
Now tell me player, how does that make you feel?
How could you play me when the love I gave was real
I even took you back and you still had no chill

[Pre-Chorus]
Boy you ain't gone ever learn
Play with fire you get burned
I don't think you'll understand
Until I hit you where it hurts
So I guess I know what I gotta do
Give you a taste of your own medicine

[Chorus]
How would you like it if I do the things you do?
Put you on do not disturb and entertain these dudes
I'ma ride him crazy and you'll never have a clue
Give another guy everything that belongs to you
I'ma call up Brian, I'ma FaceTime Ryan
I'ma text Lorenzo, and I'ma leave you cryin'
Don't get it twisted I can play this game too
How would you like it if I did the same to you (same to you)

[Outro]
All of those tears I cried
I can't count the lonely nights
Time and time again I've tried
So when I turn into a savage, boy, don't ask me why
Ask me why, don't ask me why, yeah
Give you a taste of your own medicine"
354,Top Off,"DJ Khaled Featuring JAY Z, Future & B","[Intro: JAY-Z & DJ Khaled]
And all that shit real too, ah
I ain't gon' stop
I see the...
I'm ain't gon' stop
I'm ain't... haha
We The Best Music

[Pre-Chorus: Future & DJ Khaled]
I took the top off the Maybach, I took the top off (Another one)
I took the top off the Maybach, I took the top off
I, I took the top off my Maybach, nigga
I took the top off my Maybach (DJ Khaled)

[Chorus: Future]
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach, oh
I took the top off the Maybach, ah
I took the top off the Maybach, yeah
I took the top off the Maybach, yeah

[Refrain: Future & JAY-Z]
I hear the po-po behind me, woo, ain't gon' stop (Skrrt, skrrt)
I see the po-po behind me, I ain't gon' stop (Skrrt, skrrt)
I see the po-po behind me, skrrt, ain't gon' stop (Skrrt, skrrt)
I dropped the top off the Maybach, fuck these cops ('Rrt, 'rrt)

[Verse 1: JAY-Z]
V12, see ya, 12 (Bye)
I do the whole dash with no seatbelt
Screamin', ""Free my nigga Meek Mill""
Niggas can't wheelie in this free world
Meanwhile Georgie Porgie Cinnamon sendin' me threats
Save your breath, you couldn't beat a flight of steps
Try that shit with a grown man
I'll kill that fuckboy with my own hand
And hop back in the coupe (Woo, woo)
Let's go back to the mud, I'll hop right out the suit
Save all that woopty-woop
Let's let the money talk, let the Uzi shoot
No jewels in this Patek Philippe
It's complicated, three million apiece
Sheesh, that's how we do time
Dujac by the mag, that's how we do wine
91 thousand for a wine bill
Keep it real with you, that was Juan's bill
My whole team ball
Everybody's a star but the team ball
'61 with the thing off
Me and Blue havin' a sing-off
That's a raspberry beret
The kind you find in a second-hand store
That's a vintage piece
Kind that make haters kiss their teeth, you can't buy this new
I had the 'Bach-bach-bach, you know how I do
Two-tone with the powder blue (Woo)
Realest shit to come out the stu'
Khaled is valid, every word is true
What these niggas gon' do without us, Gu'?

[Chorus: Future]
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach, yeah
I, I took the top off my Maybach, nigga
I took the top off my Maybach

[Verse 2: JAY-Z]
I chopped the top off in Otis
Ridin' 'round town with the FLOTUS
One-point-five for the Landaulet
Bey, put these fuckboys on notice (Fuckboys on notice)

[Verse 3: Beyoncé]
How I'm the only lady here, still the realest nigga in the room?
I break the internet, top two and I ain't number two
My body, my ice, my cash, all real, I'm a triple threat
Fuck it up and then leave, come back, fuck it up and leave again
Top off the coupe and it look like Freaknik
In the hood, hollerin', ""Free Meek""
Two deep, it's just me and Jay
Just posted in them courtside seats
Woo, I'm like, ""hol' up""
Woo, I might roll up
If they're tryna party with the queen
They gon' have to sign a non-disclosure, ayy

[Chorus: Beyoncé & Future]
I took the top off the Maybach, yeah
I took the top off the Maybach (Ain't gon' stop)
I took the top off the Maybach (Rah)
I took the top off the Maybach (Woo, woo)
Ayy, I took the top off of my Maybach, bitch
I took the top off of my Maybach, bitch
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach
I took the top off the Maybach

[Bridge: Future]
Ooh-ooh, ooh, it's glittery, glittery
Ooh-ooh, it's pricy, pricy
Ooh-ooh, one-point-five
Ooh-ooh, I'm hyphy, I'm hyphy

[Refrain: Future]
I hear the po-po behind me, woo, ain't gon' stop (Skrrt, skrrt)
I see the po-po behind me, skrrt, ain't gon' stop (Skrrt, skrrt)
I see the po-po behind me, skrrt, ain't gon' stop (Skrrt, skrrt)
I dropped the top off the Maybach, 'rrt, fuck these cops ('Rrt, 'rrt)

[Outro: DJ Khaled & Future]
We The Best Music
I took the top off, I took the top off, I took the top off
Roc Nation
I took the top off, I took the top off, I took the top off
Ooh-ooh"
355,Everybody,Logic,"[Intro]
Okay I was gone for a minute but I'm back now
Sit the fuck back down
Seem like everybody nowadays Hollywood
Oh, it’s like that now?
I'ma show you mothafuckas how to act now
I'ma show 'em how to act
I'ma show 'em how to act

[Verse 1]
Okay now picture little Bobby just a youngin' runnin' round
With his mans, hammer in his hands, feelin' like the man
Run, mothafucka, run
Before the popo get the gun, put it to your brain like goddamn!
Everybody know you ain't about it
Everything you talk about I know I can live without it
Red light, stop. Green light, go!
Everything ain't what it seem like
Mothafucka I know!
Hold up, what you mean, where you been?
Bitch, I been in
This is merely the beginning again
What you been living in?
A box, under the bridge, like Anthony Kiedis?
Looking for something to complete us
And maybe lead us, fuck an elitist
Hell of a long way from equal is how they treat us
Body of a builder with the mind of a fetus
Turn on the television and see the vision they feed us
And I wish I could erase that, face facts

[Chorus]
Everybody people, everybody bleed, everybody need something
Everybody love, everybody know, how it go
Everybody people, everybody bleed, everybody need something
Everybody love, everybody know

[Verse 2]
I been knockin' doors down like a Jehovah witness
God as my witness, I'm with this
But on the real, I think I need another witness!
If it was 1717, black daddy, white momma wouldn't change a thing
Light skin mothafucka certified as a house nigga
Well I'll be God damned, go figure
In my blood is the slave and the master
It's like the devil playin' spades with the pastor
But he was born with the white privilege!
Man, what the fuck is that?
White people told me as a child, as a little boy, playin' with his toys
I should be ashamed to be black
And some black people look ashamed when I rap
Like my great granddaddy didn’t take a whip to the back
Not accepted by the black or the white
I don't give a fuck, praise God, I could see the light
Everybody talkin' 'bout race this, race that
I wish I could erase that, face facts

[Chorus]
Everybody people, everybody bleed, everybody need something
Everybody love, everybody know, how it go
Everybody people, everybody bleed, everybody need something
Everybody love, everybody know

[Outro]
Okay I was gone for a minute but I'm back now
Sit the fuck back down
Seem like everybody nowadays Hollywood
Oh, it's like that now?
I'ma show you mothafuckas how to act now
I'ma show 'em how to act
I'ma show 'em how to act"
356,Drunk Girl,Chris Janson,"[Verse 1]
Couple cover charge stamps got her hand looking like a rainbow
In and out of every bar on a whim just like the wind blows
She's either a bachelorette or coming off a breakup
Take a drunk girl home

She's bouncing like a pinball
Singing every word she never knew
Dancing with her eyes closed like she's the only one in the room
Her hair's a perfect mess, falling out of that dress
Take a drunk girl home

[Chorus]
Take a drunk girl home
Let her sleep all alone
Leave her keys on the counter your number by the phone
Pick up her life she threw on the floor
Leave the hall lights on walk out and lock the door
That's how she knows the difference between a boy and man
Take a drunk girl home

[Verse 2]
You leave her drive for a dive and you get something bad to eat
They're singing ""Closing Time"" at that little bar across the street
In two by twos, strangers and lovers headed for the covers, hooking up
That TV in your two bedroom sounds turned off
And through the paper-thin walls, you can hear the neighbor’s cigarette cough
There's a million things you could be doing, but there's one thing you're damn sure glad you did

[Chorus]
Take a drunk girl home
Let her sleep all alone
Leave her keys on the counter your number by the phone
Pick up her life she threw on the floor
Leave the hall lights on walk out and lock the door
That's how ya know the difference between a boy and man
You take a drunk girl home

[Chorus 2]
You took a drunk girl home
In the sober light of dawn
She left you a message she thanks you on the phone
'Cause you picked up her life she threw on the floor
You left the hall lights on walked out and locked the door
That's how she knows the difference between a boy and man
Take a drunk girl home

You take a drunk girl home
Take a drunk girl home"
357,"Sunrise, Sunburn, Sunset",Luke Bryan,"[Verse 1]
Your daddy had a lakehouse
He had me paint it that summer sophomore year
Said I could stay for free
A couple buddies, a couple weeks
You rode in in a little red Honda
And headed straight for the pier
Tank top and cutoff jeans
A little PacSun underneath
Who knew it was 'bout to be

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat, ayy

[Verse 2]
I turned those shutters the color of your eyes
'Til the day turned into night
And took turns with a jar
Turn that boat dock into a bar
And then we passed the guitar around the fire to each other
And watched all of our friends pair off with one another
But we felt like the stars we were under
And everybody knew that that was our summer

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Yeah

[Bridge]
Whoa
We set July on fire
Whoa
Yeah, girl, you and I were
Sunrise, sunburn, sunset, repeat

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat
Yeah

[Outro]
Whoa
We set July on fire
Whoa
Yeah, girl, you and I were
Sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat"
358,Wasted Times,The Weeknd,"[Verse 1]
Wasted times I spent with someone else
She wasn't even half of you
Reminiscin' how you felt
Reminiscin' how you felt
And even though you put my life through hell
I can't seem to forget 'bout you, 'bout you
I want you to myself

[Chorus]
And now I'm askin', who do you belong to now?
Who you give that love to now?
Who you pullin' up on?
Who you gettin' sprung for now?
And what they got that I ain't got? 'Cause I got a lot
Don't make me run up on 'em, got me blowin' up their spot
'Cause I ain't got no business catchin' feelings anyway
I ain't got no business catchin' feelings

[Verse 2]
Catchin' feelings
These girls only want you when you're winnin' (winnin')
But you've been with me from the beginnin' (ooh, yeah, yeah)
And I know right now that we're not talkin' (not talkin')
I hope you know this dick is still an option
'Cause I'll beat it up (I'll beat it up, yeah)
I took my time to learn the way your body functions
You were equestrian, so ride it like a champion (ride it baby)
This sex will get you high without no other substance

[Chorus]
So who do you belong to now? (Who do you belong to now?)
Who you give that love to now? (Who you give that love to now?)
Who you pullin' up on?
Who you gettin' sprung for now? (Who you gettin' sprung for now?)
And what they got that I ain't got? 'Cause I got a lot (I got a lot)
Don't make me run up on 'em, got me blowin' up their spot (blowin' up their spot)
'Cause I ain't got no business catchin' feelings anyway
I ain't got no business catchin' feelings (feelings)

[Bridge]
Catchin' feelings
I ain't got no business catchin' feelings
I ain't got no business catchin' feelings
Catchin' fee-fee-fee-fee
Feelings
I ain't got no business catchin' feelings
I ain't got no business catchin' feelings
Catchin' fee-fee-fee-fee

[Outro]
Wake up
I don't wanna wake up
I don't wanna wake up
If you ain't layin' next to me
I don't wanna wake up
I don't wanna wake up
I don't wanna wake up
If you ain't layin' next to me-e-e
On me, me, on me, oh, I
On me, on me, on me"
359,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,"[Intro: Prince Royce]
What's up, baby?
It's your new boyfriend
Royce

[Intro: Pitbull]
Oh yeah
You know, this got that dance hall feel to it
Prince Royce
Mr. Worldwide
Takeover, that's right

[Verse 1: Prince Royce]
Girl, your body is timeless, yeah
Girl, your body got me like
Oh, my gosh; oh, my gah
Oh mama
And you're making me earn it, yeah
Oh, you're making me earn it
Oh, my gosh; oh, my gah
Oh mama

[Pre-Chorus: Prince Royce]
Ain't nothing fake on you
You so so real (so real)
Tried playing cool
But can't help how I feel

[Chorus: Prince Royce]
I love it when you drop it down
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)
You turn around and make it bounce
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)

[Verse 2: Prince Royce]
Oh, I wish I was stronger, yeah
But you're making it harder
Oh, my gosh; oh, my gah
Oh mama
And you make me go loco, yeah
Say it over and over
Oh, my gosh; oh, my gah
Oh mama

[Pre-Chorus: Prince Royce]
Ain't nothing fake on you
You so so real (so real)
Tried playing cool
But can't help how I feel

[Chorus: Prince Royce]
I love it when you drop it down
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)
You turn around and make it bounce
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)

[Bridge: Pitbull]
Boom boom, mami mami mami
Damn, you sexy
Boom boom, mami mami mami
Damn, you fine
Boom boom, mami mami mami
You on fire
Boom boom, mami mami mami
Let's ride

[Verse 3: Pitbull]
Now, back it up
Put your booty out
Move it in, Move it out
Now wind it up, While I grind it up
Like a 20 sack, and roll it out
You can go anywhere in the world
And you know that they know about me
I don't think you really wanna ask that girl
If she knows anything about me
Nah, nah, you don't
Word of advice: want a happy life?
Don't look for what you don't wanna find
But before your boyfriend finds out
Back up it one more time
Dale

[Interlude: Prince Royce]
Dámelo mami chula
Dámelo mami chula
(Dámelo papi chulo) Yeah
(Dámelo papi chulo)
So back, back, back it up

[Chorus: Prince Royce]
I love it when you drop it down
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)
You turn around and make it bounce
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)

[Outro: Prince Royce]
I love it when you drop it down
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)
You turn around and make it bounce
Baby, back back back it up
(Dámelo papi chulo, dámelo papi chulo)"
