,song,artist,text

[Verse 2: Selena Gomez]
I'm on my marquise diamonds
I'm a marquise diamond
Could even make that Tiffany jealous
You say I give it to you hard
So bad, so bad
Make you never wanna leave
I won't, I won't

[Pre-Chorus: Selena Gomez]
Gonna wear that dress you like, skin-tight
Do my hair up real, real nice
And syncopate my skin to how you're breathing

[Chorus: Selena Gomez]
Cause I just wanna look good for you, good for you
I just wanna look good for you, good for you
Let me show you how proud I am to be yours
Leave this dress a mess on the floor
And still look good for you, good for you

[Bridge: Selena Gomez]
Trust me, I can take you there
Trust me, I can take you there
Trust me, I, trust me, I, trust me, I

[Verse 3: A$AP Rocky]
Hold on, take a minute, love
Cause I ain't trying to fuck your image up
Like we mess around in triple cuffs
Stumble 'round town, pull your zipper up
Pants sag like I don't give a
I ain't trying to fuck your business up
And I ain't trying to get you into stuff
But the way you touchin' on me in the club
Rubbin' on my miniature
John Hancock, fuck the signature
Any time I hit it, know she finna fall through
And every time we get up, always end up on the news
Ain't worried bout no press and ain't worried bout the next bitch
They love the way you dress and ain't got shit up on you
Jackpot, hit the jackpot
Just met a bad bitch without the ass shots
You look good, girl, you know you did good, don't you?
You look good, girl, bet it feel good, don't it?

[Chorus: Selena Gomez]
Cause I just wanna look good for you, good for you
Baby, let me be good to you, good to you
Let me show you how proud I am to be yours
Leave this dress a mess on the floor
And still look good for you, good for you

[Outro: Selena Gomez]
Trust me, I, trust me, I, trust me, I"
620,I'm Upset,Drake,"[Intro]
Yeah
I'm workin' on dyin'

[Chorus]
I'm upset
Fifty thousand on my head, it's disrespect
So offended that I had to double check
I'ma always take the money over sex
That's why they need me out the way, what you expect?

[Verse 1]
Got a lot of blood and it's cold
They keep tryna get me for my soul
Thankful for the women that I know
Can't go fifty-fifty with no hoe
Every month
I'm supposed to pay her bills and get her what she want
I still got like seven years of doin' what I want
My dad still got child support from 1991 (one, one, one)
Outta town, people love to pop a lot of shit then come around
Word to Flacko Jodye, he done seen us put it down
Niggas askin' if I'm cool

[Chorus]
I'm upset (‘set, ‘set)
Hunnid thousand on my head, it's disrespect (disrespect)
So offended that I had to double check

[Verse 2]
You tryna check?
This is real life, niggas think we playin' chess
So what's next?
Jump up out the bed like I’m possessed
I go out on tour and I say I'm drinkin' less
End up gettin' loose and gettin' pictures from my ex (ex, ex, ex, ex)
SMS, triple X
That's the only time I ever shoot below the neck (skrr)
Why you keep on shootin' if you know that nigga dead? (skrr)
That's the only kind of shit that gets you some respect

[Refrain]
Got a lot of blood and it's cold
They keep tryna get me for my soul (for my soul)
Thankful for the women that I know
Can't go fifty-fifty with no hoe (ayy, ayy)
Every month
She don't even love me, she just puttin' on a front (front)
She gon' try and settle outta court and make a run
Then gon' ask me how I'm doin'?

[Chorus]
I'm upset (‘set, ‘set)
Half a million on my head I can accept, yeah
'Least it makes me feel like someone tried their best, yeah
Want to waste a half a million, be my guest
Made me wanna buy a vest and a TEC (skrr)
But I'm blessed, I just checked (checked, checked)
Hate me, never met me in the flesh (flesh)
Said she's got some things she gotta come here and collect
That shit is in a box to the left, to the left (left, left, left)

[Outro]
Got a lot of blood and it's cold
They keep tryna get me for my soul (for my soul)
Thankful for the women that I know (that I know)
Can't go fifty-fifty with no hoe"
621,Real Life,Jake Owen,"[Verse 1]
Well I grew up in a real town
Where the prom queen had a plastic crown
And we really did just drive around
Cause there wasn't shit to do
We didn't know we were real broke
Daddy rolled them real smokes
We drank RC, no real Coke
Our neighbor had a pool

[Pre-Chorus 1]
We got green grass and a few trees
But it ain't like what's on TV

[Chorus]
This is real life in the real world
We ain't talkin' to no models, we got real girls
We get real low, we get real high
It ain't all good, baby, but it's alright
Real life

[Verse 2]
We got a dive bar with a real band
They play too loud and they're real bad
But we're real bored so we still dance
And we stay out way too late
Hit the Waffle House for some real food
But that waitress, she's real rude
She got real problems, but we do too
So we tip her anyway

[Pre-Chorus 2]
That's just the way that it is
That's just the way that we live

[Chorus]
This is real life in the real world
We ain't talkin' to no models, we got real girls
We get real low, we get real high
It ain't all good, baby, but it's alright
Real life

Yeah, we're lovin' real life

[Bridge]
We find real love, get real hurt
Fall real hard, shake off the dirt
Pray to God, let's make a deal
I guess it just got real

[Partial Chorus]
We get real low, we get real high
It ain't all good, baby, but it's alright
Real life

This ain't no fairy tale
It's real life"
622,Gonna Know We Were Here,Jason Aldean,"[Verse 1]
You got the gas
I got the matches
We gonna turn this town to ashes
Cause they ain't never seen nothing like us
Ain't heard loud till we turn it up
I got the wild
You got the crazy
You know that's why I love you baby
Cause your motor runs just as fast as mine
Pedal to the metal, keep your throttle down all night
And we only get one life

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
But they're sure gonna know we were here
Yeah, they're sure gonna know we were here

[Verse 2]
People talk girl
You know damn well
When they got a good tale to tell
Let's give them something they ain't never seen
A little Rated R redneck dream
Let's blaze a trail through the dirty south
Or give them something they can talk about
A little story that they won't forget
Long after we ride off into the sunset
Baby, cause we ain't dead yet, baby

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
But they're sure gonna know we were here

[Bridge]
We only get one chance around
This runaway roller coaster train
And it ain't slowing down
So baby they're gonna remember our name

[Chorus]
Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework
Like a shooting star across the sky
And we may not be around in 20 years
No, we may not be around in 20 years
But they're sure gonna know we were here
Yeah, they're sure gonna know we were here"
623,Better Now,Post Malone,"[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 1]
I did not believe that it would end, no
Everything came second to the Benzo
You're not even speakin' to my friends, no
You knew all my uncles and my aunts though
Twenty candles, blow 'em out and open your eyes
We were lookin' forward to the rest of our lives
Used to keep my picture posted by your bedside
Now it's in your dresser with the socks you don't like
And I'm rollin', rollin', rollin', rollin'
With my brothers like it's Jonas, Jonas
Drinkin' Henny and I'm tryna forget
But I can't get this shit outta my head

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 2]
I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life it goes on, what can you do?
I just wonder what it’s gonna take (What it's gonna take)
Another foreign or a bigger chain (Bigger chain)
Because no matter how my life has changed
I keep on looking back on better days

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Bridge]
I promise
I swear to you, I'll be okay
You're only the love of my life (Love of my life)

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh"
624,Roses,The Chainsmokers Featuring Rozes,"[Verse 1.]

Small minded people go to disengage
I'm trying to get this paper in a major way
Who my real friends,  I ask myself every day
Caught up in the business committed to staying in my lane
Mom a little worried about the flashy life
Pops wants the Bentley guess I got to make it happen right
All I know is work more you'll score
All y'all waves gon overboard, take a flight
How'd I know you couldn't handle us
We over-night hurdling you laid up in pajamas bro
If I never answer you
Just know I'm outstanding you
The silent making a killing
U could leave us off the camera
Ain't funny how the time go by
And all we ever stop to think is  why didn't I try
Well
I'm the guy to put a spark in your eyes
I just ask when I be rappin you would look into mine

[Verse 2.]

Last week I put my girl up on the big screen
Mad views, how'm I supposed to do it this week
Shits fleek, but y'all already know that
Sorry mom I got too deep in the moment
Catch it hold it
Watch me flowing on my you could never cross this
DJ Khaled with the key and the locksmith
Took a little (Knowledge/Nawlage) to my college watch me plot shit
Eating all this sushi while I record fuck the chopsticks
Gossip
Gossip
Non stop they talking
Discussing what's popping
I am the topic
James got options, outboards you lost him
Mix so clean that Dan B. awesome
Freak chance you're going to get a better shot
Then what we got going right here in this spot
And if you're trying to turn up with your boy just holler
Fuck that I'm too lit, take me back to Bridgewater"
625,Want To Want Me,Jason Derulo,"[Intro]
Derulo

[Verse 1]
It's too hard to sleep
I got the sheets on the floor, nothing on me
And I can't take it no more, it's a hundred degrees
I got one foot out the door, where are my keys? 'Cause I gotta leave, yeah
In the back of the cab (ooh)
I tipped the driver 'head of time, get me there fast (ooh)
I got your body on my mind, I want it bad (ooh)
Oh, just the thought of you gets me so high, so high

[Chorus]
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Aw yeah

[Verse 2]
You open the door (ooh)
Wearing nothing but a smile down to the floor (ooh)
And you whisper in my ear, ""Baby, I'm yours"" (ooh)
Ooh, just the thought of you gets me so high, so high

[Chorus]
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you (yeah)
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh

[Bridge]
Just the thought of you
Gets me so high, so high
Ooh, just the thought of you
Gets me so high, so high

[Chorus]
Girl, you're the one I want to want me (I want you)
And if you want me, girl, you got me (you got me)
There's nothing I, no, I wouldn't do (I wouldn't do) (I wouldn't do)
Just to get up next to you (oh)
Girl, you're the one I want to want me
And if you want me, girl, you got me (you got me)
There's nothing I, no, I wouldn't do (I wouldn't do) (wouldn't)
Just to get up next to you (oh)
Ooh-ooh-ooh-ooh-ooh-ooh
I would do anything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Anything and everything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Baby, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Oh, get up, get up"
626,Kings Never Die,Eminem Featuring Gwen Stefani,"[Produced by The New Royales]

[Chorus: Gwen Stefani]
Here to stay
Even when I'm gone
When I close my eyes
Through the passage of time
Kings never die

[Verse 1: Eminem]
I can hear the drummer drummin'
And the trumpets, someone's tryna summon someone
I know something's comin'
But I'm runnin' from it, to be standing at the summit
And plummet, how come it wasn't what I thought it was?
Was it too good to be true?
Have nothin', get it all but too much of it
Then lose it again, did I swallow hallucinogens?
‘Cause if not, where the hell did it go?
‘Cause here I sit in Lucifer’s den by the dutch oven
Just choosing to sin, even if it means I'm sellin' my soul
Just to be the undisputed again
Do whatever I gotta do just to win
‘Cause I got this motherfuckin' cloud over my head
Crown around it, thorns on it
Cracks in it, bet you morons didn't think I'd be back, did ya?
How 'bout that? I’m somehow now back to the underdog
But no matter how loud that I bark
This sport is somethin' I never bow-out at
I complain about the game, I shout and I pout, it's a love-hate
But I found out that I can move a mountain of doubt
Even when you bitches are countin' me out
And I appear to be down for the count
Only time I ever been out and about
Is drivin' around town with my fuckin' whereabouts in a doubt
‘Cause I been lost tryna think of what I did to get here
But I'm not a quitter; gotta get up, give it all I got or give up
Spit on, shit on, stepped on, but kept goin'
I'm tryna be headstrong
But it feels like I slept on my neck wrong
‘Cause you're moving onto the next, but is your respect gone?
‘Cause someone told me that…

[Chorus: Gwen Stefani]
Kings never die

[Verse 2: Eminem]
Don't give me that sob story, liar, don't preach to the choir
You ain't never even had to reach in the fire to dig deep
Nobody ever handed me shit in life, not even a flyer
Wouldn't even take shit into consideration
Obliterate anyone in the way
I think I see why a lot of rappers get on these features
And try to show out on a track with me
But it'd actually have to be
A fuckin' blow-out to get me to retire
Tell these new artists that kings never die
I know shit has changed in this age, fuck a Twitter page
Did it just say I've been upstaged?
Why am I online? It's driving me crazy
I'm ridin' shotgun tryna get a gauge
On what's hot, but I'm not one to conform
But as days pass in this shit
And opinions sway, I can hear 'em say
If I stay passionate maybe I can stage a miraculous
Comeback, as if I went away
But detractors just say so much for the renegade
Someone's gonna make me blow my composure
Here I go again, center stage, and I feel like I'm in a cage
They so want a champion to fall
It's no wonder why I laugh at 'em
‘Cause why can't we win 'em all?
So fuck what these cynics say!
It just goes to show that when my back's against the wall
And I'm under attack again, that I'll act as if I'm 'posed ta
With this pent-up rage, ‘cause all these plaques in my office
On the floor stacked against the door
Are they just metaphors for the odds of me comin' back again?
‘Cause all the accomplishments, accolades, awards
And trophies, they just don't mean jack anymore
If I'm here today and gone tomorrow, and I'm not gonna be…

[Chorus: Gwen Stefani]
Here to stay
Even when I'm gone
When I close my eyes
Through the passage of time
Kings never die

[Verse 3: Eminem]
I want it, I'm comin' to get it
So you son of a bitches don't duck
You’re gonna get Riddick Bowe’d
Critics'll end up in critical
Think your shit is dope, all you're gonna get is smoked
And I ain't stopping 'til I'm on top again
All alone and on a throne, like a token of respect
Or a homage poem, or an ode I've been owed
Tossed in the air by my own arm
And launched so hard it broke my collarbone
And when it's my time to go
I'm still not leaving, stop for no one, I don't know
But I've been told, an obstacle that blocks your road, ya
Knock it over, time to go for the pot of gold, ‘cause…

[Bridge: Eminem]
They say kings never die
Just ask Jam Master Jay
They just grow wings and they fly
So, hands up, reach for the sky!
Try to hold on and prolong these moments
‘Cause in a blink of an eye
They'll be over

[Verse 4: Eminem]
So you're tryna secure your legacy like Shakur
And ensure nobody's ever gonna be what you were
So before you're leavin' this Earth
You want people to feel the fury of a pure evil cerebral, berserk
Deacon of words, syllable genius at work
Plus, I'm thinkin' that they're mistakin' my kindness for weakness; kill 'em with meanness
I went from powdered milk and Farina
To flippin' burgers on the grill for some peanuts
At Gilbert's to arenas, call me Gilbert Arenas
Still appeal to the dreamers
I made it to the silverscreen
But Rocky's still what the theme is
Khalil on the beat, ‘cause makin' the beat
Ain’t the same feelin' to me as killin' the beat is
Or fulfillin' to me is what fillin' a seat is
It's that sound-bombing, thirstin' howl
Common, underground, Diamond D, Outsidaz
Stomach growl, throbbin' hunger, out-rhymin' everyone
God, just give me one shot, I swear that I won't let you down
I'ma be around forever-and-a-day, even in the ground
You ain't never ever gonna hear 'em say I ain't…

[Chorus: Gwen Stefani]
Here to stay
Even when I'm gone
When I close my eyes
Through the passage of time
Kings never die

[Outro: Gwen Stefani]
Kings never die"
627,Stay A Little Longer,Brothers Osborne,"[Verse 1]
Something like a strong wind is coming over me
Has got a hold of me, yeah
Thinking and doing things I shouldn't be
Really I shouldn't be

[Pre-Chorus]
One more call
It’s one more “What'cha doing right now?”
It’s one more trip to my side of town and you walk right in
One more here we go again

[Chorus]
One more drink leads to another
You slide up close to me
Tear our t-shirts off each other
Your hands all over me
I tell myself I’m not in love
But one more time is not enough
One last kiss and then you’re a goner
And I’m here wishing you could stay a little longer

[Verse 2]
So calm and so cool, yeah I try to be
Like it don’t bother me
The last time was the last time
Until I’m all alone and picking up the phone

[Pre-Chorus]
It's one more call
It’s one more “What'cha doing right now?”
It’s one more trip to my side of town and you walk right in
It's one more here we go again

[Chorus]
One more drink leads to another
You slide up close to me
Tear our t-shirts off each other
Your hands all over me
I tell myself I’m not in love
But one more time is not enough
One last kiss and then you’re a goner
And I’m here wishing you could stay a little longer

[Chorus]
One more drink leads to another
You slide up close to me
Tear our t-shirts off each other
Your hands all over me
I tell myself I’m not in love
But one more time is not enough
One last kiss and then you’re a goner
And I’m here wishing you could stay a little longer

[Ending]
Stay a little longer
Wishing you could stay a little longer..."
628,Plug Walk,Rich The Kid,"[Intro]
Ayy, ayy (TheLabCook)

[Chorus]
Plug walk (plug walk, plug, plug)
I don't even understand how the fuck my plug talk
(Huh? what, what?)
Pick him up in a space coupe, I don't let my plug walk
(Skrrt, pull up in a space coupe)
New freak, had to cut my other lil' bitch off (ooh, ooh, lil' bitch)
50K, you could come and book a nigga for a plug walk

[Verse 1]
You can't reach me (what?)
Space coupe like E.T. (E.T.)
It's the plug tryna call me (skrrt, skrrt)
I was up trappin' early in the morning (plug)
Ooh, on the wave like a du-rag (du-rag)
Pussy nigga callin' for his boo back (pussy)
Plug walk, Gucci on my shoe racks (Gucci)
Walk up in the house, hit a rat-a-tat
'Til I ran into the plug ('til I ran into) 'til I ran into the mud (to the mud)
I done ran into some racks, I done ran into your girl ( 'to your girl)
Why the plug show me love? (Show me love)
I done came up from a dub (huh?)

[Chorus]
Plug walk (plug walk, plug, plug)
I don't even understand how the fuck my plug talk
(Huh? what, what?)
Pick him up in a space coupe, I don't let my plug walk
(Skrrt, pull up in a space coupe)
New freak, had to cut my other lil' bitch off (ooh, ooh, lil' bitch)
50K, you could come and book a nigga for a plug walk

[Verse 2]
Big ol' Bentley, it's a spaceship (woah)
Call me on my phone, I don't say shit (what?)
I make money when I talk (when I talk)
I'm a boss, take a loss (I'm a what?)
I could introduce you to the plug (to the plug)
Bitch, this ain't no Henny in my cup (lil' bitch)
Stayed down, now the racks up (racks up)
She gon' let me fuck, ass up (ass up)
Plug, I stuck kis in the Louis V (Louis V)
Fuck 12, I’m a G, ain't no stoppin' me (ain't no stoppin' me)
And my wrist is on overseas (drip)
Rich nigga, you can't talk to me (rich)

[Chorus]
Ayy, plug walk (plug walk, plug, plug)
I don't even understand how the fuck my plug talk
(Huh? what, what?)
Pick him up in a space coupe, I don't let my plug walk
(Skrrt, pull up in a space coupe)
New freak, had to cut my other lil' bitch off (ooh, ooh, lil' bitch)
50K, you could come and book a nigga for a plug walk"
629,White Iverson,Post Malone,"[Intro]
Double OT
I'm a new three

[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh
I'm ballin', I'm ballin', Iverson on you (Swish, ooh, ayy)
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

[Verse 1]
I got me some braids and I got me some hoes
Started rockin' the sleeve, I can't ball with no Joes
You know how I do it, Concords on my toes
(This shit is hard), ooh
I ain't rich yet, but you know I ain't broke, I
So if I see it, I like it, buy that from the store, I
I'm with some white girls and they lovin' the coca
Like they OT
Double OT like I'm KD, smokin' OG
And you know me, in my 2-3s and my gold teeth
Bitch, I'm smiling, bet you see me from the nosebleeds
I'm a new three and I change out to my new 3s

[Pre-Chorus]
White Iverson
When I started ballin', I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won

[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

[Verse 2]
Ooh, Stoney
Cigarettes and a headband
Commas, commas in my head, man
Slumped over like a dead man
Red and black, 'bout my bread, man
I'm the answer, never question
Lace up, learn a lesson
Bitch, I'm saucin', I do this often, don't do no talkin'
My options right when I walk in, jump all them Jordans
I'm ballin', money jumpin'
Like I'm Davis from New Orleans
Or bitch I'm Harden, I don't miss nothin'
Fuck practice, this shit just happens, know y'all can't stand it
I have it, I never pass it, I work my magic
High average, ball on these bastards, it makes me happy
It's tragic, I make it happen, and all y'all Shaqtin'

[Pre-Chorus]
White Iverson
When I started ballin' I was young
You gon' think about me when I'm gone
I need that money like the ring I never won, I won

[Chorus]
Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay"
630,Do It Again,Pia Mia Featuring Chris Brown & Tyga,"[Verse 1: Tyga]
Yeah, ah, bye baby, they ain't fly, baby
Looking at the whip frame, that's a nice 'Cedes
Used to throw it to me, like Tom Brady
With the long blonde hair, that's Marcia Brady
I'm all about your Lately Chelsea high Handler, handle her
Got your legs racing hard on vacation
Uh, no exaggeration, said you amazing
Moving too fast, can't pace it, ah

[Verse 2: Pia Mia & (Tyga)]
Hey boy, when I first met you
Thought it was special, I told you that
Hey boy, up at Two Lover’s Point
When I kissed you, I meant it, oh
I wanna go back, ooh (I don't wanna go)
I wanna go back, ooh (but if you wanna go)
Can we go back? Can we take it back? (I'll make it happen though)
Boy, can we go back? (Let's do it soon, boo)

[Chorus: Pia Mia]
It was nice to, nice to know ya, let's do it again
How we did it in a one night stand
Boy, I wanna be more than a friend to ya
Nice to, nice to know ya, let's do it again
How we did it in a one night stand
Boy, I wanna be more than a friend to ya
Let's do it again

[Verse 3: Chris Brown & (Pia Mia)]
Hey baby, are you sure that you want it?
Or caught up in the moment? Let me know now
Oh baby, it got a little crazy on the first night
So I'ma have to do you better than the first time
I'm loving how you scratching and you gritting your teeth (hey)
I'm loving how that booty shake when it's on me (oh)
You gotta nigga blowing up your caller ID
Guess it was all a set up, you got me

[Chorus: Pia Mia & Chris Brown]
It was nice to, nice to know ya, let's do it again
How we did it in a one night stand
Boy I wanna be more than a friend to ya
Nice to, nice to know ya, let's do it again
How we did it in a one night stand
Boy, I wanna be more than a friend to ya
Let's do it again

[Bridge: Pia Mia]
I wanna go back, one more time
Wanna go back, let's do it again
Can we go back?
Can you take me, baby? Boy, can we go back? Ooh
I wanna go back, woah, oh, oh, oh
Wanna go back, let's do it again
Can we go back?
Can you take me, baby? Boy, can we go back?

[Chorus: Pia Mia & Chris Brown]
It was nice to, nice to know ya, let's do it again
How we did it in a one night stand
Boy, I wanna be more than a friend to ya (wanna be more, wanna be more)
Nice to, nice to know ya, let's do it again (oh, oh)
How we did it in a one night stand
Boy, I wanna be more than a friend to ya (ooh, woah, oh)

[Outro: Pia Mia & (Tyga)]
Let's do it again, oh, woah, oh, woah (yeah)
Let's do it again (yeah)
Let's do it again, oh, woah, oh, woah (ah)
Let's do it again
Let's do it again, oh, woah, oh, woah
Let's do it again, oh, woah, oh, woah (yeah, yeah)
Let's do it again (Pia let 'em know)"
631,Photograph,Ed Sheeran,"[Verse 1]
Loving can hurt, loving can hurt sometimes
But it's the only thing that I know
When it gets hard, you know it can get hard sometimes
It is the only thing that makes us feel alive

[Pre-Chorus]
We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

[Chorus 1]
So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone, wait for me to come home

[Verse 2]
Loving can heal, loving can mend your soul
And it's the only thing that I know, know
I swear it will get easier, remember that with every piece of ya
And it's the only thing to take with us when we die

[Pre-Chorus]
We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

[Chorus 2]
So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone
And if you hurt me, that's okay baby
Only words bleed inside these pages
You just hold me
And I won’t ever let you go
Wait for me to come home
Wait for me to come home
Wait for me to come home
Wait for me to come home

[Bridge]
Oh you can fit me
Inside the necklace you got when you were sixteen
Next to your heartbeat where I should be
Keep it deep within your soul
And if you hurt me, that's okay baby
Only words bleed inside these pages
You just hold me
And I won’t ever let you go

[Outro]
When I'm away, I will remember how you kissed me
Under the lamppost back on Sixth street
Hearing you whisper through the phone
Wait for me to come home"
632,Back Up,DeJ Loaf Featuring Big Sean,"[Intro: DeJ Loaf]
Back up off me, back up off me
Back up off me, back up off me

[Verse 1: DeJ Loaf]
Oh yah yah bitch, back up off me
You don't know me, I'm too clean, I'm too holy, bitch I'm godly
I only go for real niggas who don't brag 'bout what they bought me
Cause they know I got a bag, gotta fuck me up some commas
If I fuck and make you cum, you got to promise not to stress me
Don't be blowin' up my phone and don't be leavin' voice messages
Sayin' ""I can do you right, do you better than your exes""
I told that nigga to stop it, he was talkin' out his necklace
See the difference with me, I never needed niggas, ever
I'll leave 'em where I met 'em, I ain't trippin' off no extras
Goons in the cut try to talk you out your necklace
If you ever disrespect me, pussy, don't be disrespectful
I said woo, I said I know, I know, I know
He heard about me, he was waitin' on me at the door
I said woo, yeah that mink all on the floor
Used to bust this shit at skatin', 6 to 9, come in at 4
We got glow sticks for you ho chicks, bitch don't act like you don't know this
I'm very antisocial, social network ain't my motion (I don't move like that)
I show no emotions, nigga's bitches it's disgustin'
Bananas with the Trojans, pop that pussy for a legend

[Hook: DeJ Loaf]
I said woo, I said I know, I know, I know
I said bitch back up off me
I said woo, I said bitch back up off me
I said woo... get this nigga
I said woah woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
Back up off me, back up off me, I said bitch back up off me
Back up off me, back up off me, I said bitch back up off me
(Ahh.  Sean Don)
Back up off me, back up off me, I said bitch back up off me
(Detroit shit)
I said... back up off me, I said bitch back up off me
(Finally Famous, nigga)

[Verse 2: Big Sean]
Back up off me, they want my backs in coffins
It's so cold in the D and they still wanna take my jacket off me
Back when I couldn't afford to get it mixed and mastered, homie
My mama fronted me that money so it's no backup, homie
Bitch so back up off me
Bank account look like a ballot, homie, yeah it's checked up
My niggas packin', you get to trippin', they unpackin', homie
Yeah I overdo it, yeah that's salad, homie
Yeah I'm overdressed and ain't no salad on me
Me and DeJ together, holy matrimony
Yohhh, it's hard to smile and shit
When they ain't free Juan, I got real ones on trial and shit
Fuck all my peers unless we talkin' bout Belle Isle and shit
The check is seven figures, I might try and dial the shit
And if I fuck and make you cum, don't be blowin' up my phone
Lately I've been messin' with girls who tend to own shit on their own
I turn dusk into dawn, turn my chair to a throne
Fuck her off in the whip, make her take Uber home
Cold to the chromosome, I grew up without a hammock
I did everything except panic, feel me? Finally Famous the family
And we expandin' on the top floor like we tannin'
She throwin' tantrums
She gon' hold this dick like a Grammy
I give her bomb D and do damage, she like...

[Hook: DeJ Loaf & Big Sean]
I said woo, I said I know, I know, I know
(Detroit shit nigga)
I said bitch back up off me
I said woo, I said bitch back up off me
(What up dog)
I said woo... get this nigga
I said woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
I said woah woah, yah yah, bitch back up off me
Back up off me, back up off me, I said bitch back up off me
Back up off me, back up off me, I said bitch back up off me
Back up off me, back up off me, I said bitch back up off me
I said... back up off me, I said bitch back up off me

[Outro: Big Sean (DeJ Loaf)]
Yeah that's right nigga
(I said woah, yah yah)
For the city
(Woah, yah yah, bitch back up off me)
You got Queen DeJ, Sean Don, straight up
Ha! It's time to boss up on everything, I'm gettin' everything"
